Name,id,Status,Source,Last Updated,Address,Zip Code,Phone,Email,Website/Social Media,Neighborhood,Category,Pod,Latitude,Longitude,Special Accommodation Hours,SNAP/EBT,WIC,Pickup Offered,Delivery Offered,Delivery/Pickup Notes,Notes,Donate,Created time,Sub-Category,Hours,Hours - Obsolete,Admin Notes
Goldie’s,152,Open,Location,5/2/2020,"195 Nassau Ave., Brooklyn, NY 11222",11222,(718) 389-2348,,https://www.instagram.com/goldiesbrooklyn/,Greenpoint,Bar,11,40.725714,-73.945138,,,,Yes,No,Pickup window now open.,,Staff Venmo: @goldies-staff + https://www.gofundme.com/f/goldie039s-tip-jar,4/29/2020 1:01am,,Sat-Sun: 2pm-8pm,,
Gracie Baked,153,Open (Missing Info),,5/3/2020,"103 N 3rd St North 3rd Street, Market, Brooklyn, NY 11249",11249,,,graciebaked.com,North Williamsburg,Restaurant,14,40.716945,-73.961840,,,,,Yes,Order cookies and cakes online. Offering snack packs with cookie dough,,,5/1/2020 4:28am,Bakery,,,
Graham Bicycle,154,,,,"178 Graham Avenue, Brooklyn, NY 11206",11206,(718) 782-5741,,,East Williamsburg,Bike Shops,21,40.707849,-73.942965,,,,,,,,,4/29/2020 12:34am,,,,
Greenhook Gin,155,,,,"208 Dupont St., Brooklyn, NY 11222",11222,(973) 598-5746,,https://www.instagram.com/greenhookgin/,Greenpoint,Other,3,40.736035,-73.951078,,,,,,,"Delivery only. Greenhook gins and Gin & Tonic, as well as St. Agrestis's Negroni, Spritz, Amaro and Bitters.Sells gin and hand sanitizer.  Deliveries available in Brooklyn, Manhattan and Queens M-W-F. Order online or call.***Every delivery comes with a FREE bottle of sanitizer made in house.***https://greenhookgin.com/deliveries/",X,4/29/2020 1:01am,,,,
Greenman Pharmacy,156,No Answer,,,"881 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 389-0900,,,Greenpoint,Pharmacy,6,40.729744,-73.954350,,,,,,,Incorrect #,,4/29/2020 12:34am,,,,
Greenpoint Beer & Ale,157,Open,,,1150 Manhattan Ave.,11222,(347) 725-3061,,https://www.instagram.com/greenpoint.beer/,Greenpoint,Restaurant,1,40.737669,-73.955155,,,,Yes,No,,Tasty beer and merch. Call to pre-order rotating food specials.,X,4/29/2020 1:01am,Brewery,Daily: 2pm-8pm,2pm-8pm,
Greenpoint Fish & Lobster ,158,Open,,,114 Nassau Ave.,11222,(718) 349-0400,,https://www.instagram.com/greenpointfish/,Greenpoint,Restaurant,12,40.724156,-73.949114,,,,Yes,Yes,Order delivery through Mercato,"Takeout fish market, one guest inside at a time.",https://www.gofundme.com/f/greenpoint-fish-amp-lobster-co,4/29/2020 1:01am,Seafood Market,Daily: 12pm-7pm,12pm-7pm,
Greenpoint Veterinary Hospital,159,Open,,4/24/2020,"111 Nassau Ave., Brooklyn, NY 11222",11222,(347) 529-4345,gpointvet@gmail.com,http://www.greenpointvet.com/,Greenpoint,Pet Supplies,12,40.724349,-73.949533,,,,,,,"Pet Hospital
Practicing Social distancing",,4/29/2020 12:34am,,Mon: 10am-7pm / Tues: 9am-5pm / Weds: 10am-7pm / Thurs: 11am-7pm / Fri: 9am-6pm / Sat-Sun: 10am-6pm,,
Greg's Laundromat,160,Closed,,4/22/2020,"634 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 389-8910,,,Greenpoint,Laundromat,12,40.724078,-73.950702,,,,,,,,,4/29/2020 12:34am,,,,
Gshmak Bakery and Cafe,161,,,5/3/2020,"164 Wallabout St, Brooklyn, NY 11206",11206,(718) 576-3190,,https://gshmak-bakery.business.site/?utm_source=gmb&utm_medium=referral,South Williamsburg,Restaurant,36,40.699570,-73.956440,,,,,,,,,5/1/2020 4:30am,Bakery,,,
Happy Dogs at McCarren Park,162,Open,,4/24/2020,"234 N 12th St, Brooklyn, Brooklyn, NY 11211",11211,(718) 388-7091,info@happydogsnyc.com,http://happydogsnyc.com/mccarren-park/,North Williamsburg,Pet Supplies,15,40.719219,-73.952955,,,,,,,"Special Coronavirus hours and protocols

To give our pups (and parents) a twice-weekly break from the shutdown, we are open for daycare on Tuesdays and Thursdays only with limited hours. We’d love to see you!

There are some special protocols in place for safety and to make things work:

Booking via email required by 4pm the day before
Baths available on first-come first-served basis (waitlist available)
No pick-ups or drop-offs available
Check-in window: 8:30 am to 11:00 am
Check-out window: 4:00 pm to 6:30 pm
Safety protocols (details upon booking)
No entry to front area — please stay outside
Contactless check in/out via text message — do not touch door/buzzer
Parents/staff to wear masks at handoffs
Post check-in wipe down of all dogs and gear
This is our plan at the moment. Thing may change week to week. When you book, we’ll confirm things.

We’re not doing boarding at the moment.",,4/29/2020 12:34am,,By Appointment Only,By appointment only,
Happy Tails Holistic Pet Grooming,163,,,4/24/2020,"67 Driggs Ave #1, Brooklyn, NY 11222",11222,(718) 383-2590,Happytailsbrooklyn@gmail.com,happytailsbrooklyn.com,Greenpoint,Pet Supplies,10,40.723160,-73.941547,,,,,,,Groomer,,4/29/2020 12:34am,,,,
Harefield Road,164,Closed,,5/3/2020,769 Metropolitan Ave,11211,(718) 388-6870,,https://www.instagram.com/harefieldroad/,East Williamsburg,Bar,18,40.714824,-73.943424,,,,,,,Harefield Road is offering 50 cents to the $1 for every $1 donated; so if you donate $10 you'll have a $5 credit there when they reopen.,https://www.gofundme.com/f/harefield-road-bar-staff-fund,4/29/2020 1:01am,,,,
Have & Meyer,165,Open,Instagram/Location,5/5/2020,103 Havemeyer St.,11211,(718) 387-0722,,https://www.instagram.com/haveandmeyer/,South Williamsburg,Restaurant,26,40.713172,-73.956173,,,,Yes,Yes,Delivery via Caviar and on their site. Email pickup orders at info@haveandmeyer.com. Order wine at https://www.haveandmeyerewine.com/,,https://www.gofundme.com/f/support-our-staff-and-restaurants,4/29/2020 1:01am,"Italian,Bar",Daily: 3pm-9pm,Pickup online orders only 2pm-8pm,
Health Direct,166,Closed,,,"326 Roebling St, Brooklyn, NY 11211",11211,(718) 388-9300,,,South Williamsburg,Pharmacy,28,40.708585,-73.961204,,,,,,,(Need to call.) May only be a food store.,,4/29/2020 12:34am,,Web Orders only. No Rx.,Web orders only no Rx,
Hello Mailbox and Shipping Center,167,No Answer,,5/1/2020,"320 Roebling St, Brooklyn, NY 11211",11211,(718) 599-6245,,,South Williamsburg,Shipping Services/Post Office,28,40.708794,-73.961158,,,,,,,,,4/29/2020 4:03am,,,,
Hi Mango Natural Market,168,,,,"1055 Flushing Ave, Brooklyn, NY 11237",11237,(718) 366-1403,,,East Williamsburg,Grocery Store,23,40.704405,-73.930191,,,,,,,,,5/1/2020 5:39pm,,,,
Home Meds Pharmacy,169,Follow-up,,,"97 S 3rd St, Brooklyn, NY 11249",11249,(718) 534-1199,,,South Williamsburg,Pharmacy,27,40.713163,-73.963648,,,,,,,,,4/29/2020 12:34am,,Sun: 11am-3pm / Mon-Thurs: 10am-8pm / Fri: 10am-2pm,"Sun 11-3, M-TH 10-8, F 10-2",
Hotel Delmano,170,Open,,5/5/2020,82 Berry Street,11211,(718) 387-1945,,https://www.instagram.com/hoteldelmano/,North Williamsburg,Bar,13,40.719751,-73.958081,,,,Yes,No,Batch cocktails and wine to go. Check their IG on Thursdays at 5pm for a pre-order wine list. $100 donation to Gofundme gets you 2 dozen oysters and 2 glasses of rose when they open.,,https://www.gofundme.com/f/hotel-delmano-employee-family-fund,4/29/2020 1:01am,,Thurs-Fri: 4pm-7pm / Sat-Sun: 12pm-6pm,,
House of Sudz III,171,,,4/22/2020,"1090 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 578-5335,,,Greenpoint,Laundromat,1,40.735775,-73.954911,,,,,,,Unknown is open or closed.,,4/29/2020 12:34am,,,,
Hummus Market,172,Open,Location,5/3/2020,361 Graham Ave.,11211,(718) 599-5600,,https://www.instagram.com/hummusmarketnyc/,North Williamsburg,Restaurant,17,40.715389,-73.944779,,,,Yes,Yes,"Takeout, delivery via Seamless, UberEats, Grubhub, Postmates, Doordash & catering.",,X,4/29/2020 1:52am,"Mediterranean,Vegetarian",Daily: 12pm-10pm,11am-10pm,
Hungry Ghost Coffee,173,Open,Location,5/3/2020,721 Metropolitan Ave.,11211,(917) 909-1918,,https://www.instagram.com/hungryghostcoffee/,East Williamsburg,Restaurant,,40.714670,-73.945090,,,,Yes,No,,,,5/3/2020 7:26pm,Cafe,Daily: 7am-3pm,,
Hungry Restaurant,174,Open,,,77 Norman Ave.,11222,(718) 987-3893,info@hungrybk.com,https://www.instagram.com/hungrygreenpoint/,Greenpoint,Restaurant,7,40.725434,-73.952293,,,,Yes,Yes,Seamless/Grubhub,,X,4/29/2020 1:01am,Thai,Daily: 11:30am-4:15pm / Daily: 4:50pm-10:45pm,,
Jaslowiczanka Bakery,175,Open,Location,4/21/2020,"163 Nassau Avenue, Brooklyn, NY 11222",11222,(718) 389-0263,,,Greenpoint,Restaurant,11,40.725252,-73.946880,,,,,,,,,4/29/2020 12:34am,Bakery,Mon-Sun: 10am-8pm,Mon-Sun 10am-8pm,
Jimmy’s Diner,176,Closed,Location,5/3/2020,577 Union Avenue .,11211,(718) 218-7174,,https://www.instagram.com/jimmysdinerbrooklyn/,North Williamsburg,Restaurant,16,40.717698,-73.952461,,,,,,,,https://www.gofundme.com/f/jimmy039s-diner-employee-fund,4/29/2020 1:01am,American,,,
Jungle Cafe,177,Open,,4/26/2020,131 Greenpoint Ave.,11222,(347) 987-4981,,https://www.instagram.com/junglecafe_nyc/,Greenpoint,Restaurant,6,40.730342,-73.954845,,,,Yes,Yes,Order on their site. Use code JUNGLE2020 when ordering for a 10% discount.,,X,4/29/2020 1:01am,Vegan,Mon-Sat: 11am-9pm,Mon-Sat 11am-9pm,
Justin Time Pharmacy,178,Open,,,"96 Moore St, Brooklyn, NY 11206",11206,(718) 218-6630,,,East Williamsburg,Pharmacy,22,40.703631,-73.941676,,,,Yes,Yes - only in special cases,,,,4/29/2020 12:34am,,Mon-Fri: 10am-6pm / Sat: 10am-5pm / Sun: Closed ,"10-6 m-f, 10-5 sat, closed sun",
Kāmin Health,179,Open,Website (updating for Covid),5/1/2020,"70 Lee Ave 2nd floor, Brooklyn, NY 11211",11211,(718) 408-8877,hrichter@kaminhealth.com,https://www.kaminhealth.com/williamsburg-urgent-care/,South Williamsburg,Health and Wellness,35,40.705504,-73.959988,,,,,,,Can also call 877-52-KAMIN (5 2 6 4 6) with questions.,,5/1/2020 11:42pm,,Sun-Thurs: 2pm-Midnight / Fri: 12pm-30 minutes before Sundown / Sat: 30 minutes after Nightfall-1am,F: 12PM – 30 min before Sundown Sa: 30 min after Nightfall – 1AM,
Karczma,180,Open,,5/3/2020,"136 Greenpoint Ave, Brooklyn, NY ",11222,(718) 349-1744,,https://www.instagram.com/karczma_brooklyn/?utm_source=ig_embed&utm_campaign=loading,Greenpoint,Restaurant,6,40.729889,-73.955115,,,,Yes,Yes,"Order on Grubhub, UberEats, or via: http://toasttab.com/karczma-restaurant",http://karczmabrooklyn.com/,,4/29/2020 1:01am,Polish,Daily: 12pm-9pm,12pm-9pm,
Katz Drugs,181,Open,,,"76 Graham Ave, Brooklyn, NY 11206",11206,(718) 388-4588,admin@katzpharmacy.com,https://katzpharmacy.com/,East Williamsburg,Pharmacy,22,40.703609,-73.942262,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Sat: 9am-6pm,m-sat 9-6,
Keg & Lantern,182,Open (Missing Info),,,97 Nassau Ave.,11222,(718) 389-5050,,https://www.instagram.com/kegandlantern/,Greenpoint,Bar,12,40.724104,-73.950320,,,,,,,"Growlers (32oz.), beers & food. Call ahead to order pickup. Delivery also available on Seamless, UberEats and Grubhub. 11am-11pm daily",X,4/29/2020 1:01am,Restaurant,,,
Kehilath Yakov Pupa & Tzehlem Matzo Bakery,183,,,,"346 Broadway, Brooklyn, NY 11211",11211,(718) 384-4899,,,South Williamsburg,Restaurant,29,40.707571,-73.956045,,,,,,,,,5/1/2020 4:20am,Bakery,,,
Key Food,184,Open,Location,5/1/2020,"224 McGuinness Blvd, Brooklyn, NY 11222",11222,(718) 383-9801,,,Greenpoint,Grocery Store - Supermarket,5,40.730170,-73.950862,Daily: 7am-8am for Seniors & Immunocompromised,,,,,,Key Food website is not accurate for the changing hours. Google right now seems to be more up-to-date.,,4/29/2020 12:34am,,Daily: 8am-6pm,8am-6pm Mon-Sun,
Key Food (aka Tapps Supermarket),185,Open,,5/1/2020,"575 Grand Street, Brooklyn, NY 11211",11211,(718) 388-2776,,,South Williamsburg,Grocery Store - Supermarket,25,40.711445,-73.948580,,,,No,Yes,no delivery tuesday & wednesday,,,4/29/2020 12:34am,,Daily: 7am-9pm,7-9 daily,
Khim's Millennium Market,186,Open,,5/1/2020,"460 Driggs Avenue, Brooklyn, NY 11211",11211,(718) 963-3041,,,North Williamsburg,Grocery Store - Supermarket,15,40.719210,-73.954471,,,,No,No,,,,4/29/2020 12:34am,,Daily: 8am-7:50pm,8-7:50 daily,
Kimchee Market,187,Open,Location ,4/26/2020,"191 Greenpoint Avenue, Brooklyn NY ",11222,(718) 389-5544,,,Greenpoint,Grocery Store,4,40.730582,-73.951941,,,,,,,Korean grocery; Face mask required to enter,,4/29/2020 12:34am,,Daily: 12pm-10pm,Noon-10pm daily,
King Kog,188,Open,Instagram,4/27/2020,"696 Grand Street, Brooklyn, NY 11211",11211,(347) 689-2299,,https://www.instagram.com/kingkogbrooklyn/,South Williamsburg,Bike Shops,25,40.711332,-73.944772,,,,,,,,,4/29/2020 12:34am,,Mon-Fri: 12pm-7pm /Sat-Sun: 11am-5pm,Mon-Fri 12pm-7pm; Sat-Sun 11am-5pm,
Kings County Imperial,189,Open,,5/3/2020,20 Skillman Ave.,11211,(718) 610-2000,info@kingscoimperial.com,https://www.instagram.com/kingscoimperial/,North Williamsburg,Restaurant,17,40.715149,-73.950977,,,,Yes,Yes,"Delivery on Caviar, Doordash & Grubhub","Delivery and pick-up are available at both our Williamsburg and LES locations from 4:30pm - 10:30pm daily.    Williamsburg Delivery options: Caviar, Doordash LES Delivery options: Caviar, Doordash, Postmates, Seamless  If you have any questions or concerns, please don’t hesitate to reach out to info@kingscoimperial.com - we’re here if you need us.  Thank you, as always, for your support. ",X,4/29/2020 1:01am,Chinese, Daily: 4:30pm-10:30pm,,
Korn's Bakery & Cafe,190,,,5/4/2020,"454 Bedford Ave, Brooklyn, NY 11249",11249,(718) 388-8748,,,South Williamsburg,Restaurant,34,40.708291,-73.964527,,,,,,,,,5/1/2020 4:07am,"Bakery,Cafe",,,
Krispy Klean Laundry,191,Open,,4/25/2020,"120 Meserole Ave., Brooklyn, NY",11222,(718) 238-3828,,,Greenpoint,Laundromat,7,40.727190,-73.951879,,,,,,,,,4/29/2020 12:34am,,Daily: 8am-7pm,M - S 8:00 am to 7:00 pm,
Krystyna Laundromat,192,Closed,Location ,4/25/2020,"75 Berry Street, Brooklyn, NY 11211",11211,(718) 963-9146,,,North Williamsburg,Laundromat,13,40.719843,-73.957453,,,,,,,Closed for the next several weeks while they decide if they can open again.,,4/29/2020 12:34am,,,,
Kween Kargo,193,Open (Missing Info),Transportation Alternative Sheet,3/19/2020,"79A West Street, Brooklyn, NY 11222",11222,(718) 569-9320,info@kweenkargo.com,https://www.instagram.com/kweenkargo/,Greenpoint,Bike Shops,6,40.729373,-73.959519,,,,,,,,,4/29/2020 12:34am,,,,
La Bicyclette Bakery,194,Open (Missing Info),,5/4/2020,"667 Driggs Ave, Williamsburg",11211,(347) 916-1417,,https://www.instagram.com/labicyclettebakery_nyc/?hl=en,North Williamsburg,Restaurant,27,40.714372,-73.959056,,,,Yes,,,labicyclettebakery.com,,5/1/2020 3:43am,Bakery,Tues: 8am-3pm / Thu: 8am-3pm / Sat: 8am-3pm,,
La Nonna,195,Open,Location,5/3/2020,"184 Kent Ave, Brooklyn, NY 11249",11249,(718) 302-1100,,lanonnarestaurantmenu.com,North Williamsburg,Restaurant,14,40.718730,-73.964879,,,,Yes,Yes,,,,5/1/2020 10:46pm,Italian,Sun: 3pm-9:30pm / Tues-Sat: 4pm-9:30pm,,
La Nonna Krispy Krust Pizza,196,Open (Missing Info),Location,5/1/2020,"175 Kent Ave, Brooklyn, NY 11211",11211,(347) 384-2100,,https://www.krispykrustpizza.com/,North Williamsburg,Restaurant,14,40.718125,-73.963436,,,,Yes,Yes,"Delivery via Seamless, Grubhub, Slice, Postmates, DoorDash, UberEats",10% discount for direct phone orders only,,5/1/2020 9:36pm,Pizzeria,,,
La Norteña,197,Open,,5/3/2020,668 Manhattan Ave,11206,(718) 349-2626,,,Greenpoint,Restaurant,25,40.724767,-73.951109,,,,Yes,Yes,Call or show up to order.,,,4/29/2020 1:01am,Mexican,Daily: 6pm-4am,6pm-4am,
Lake St.,198,Open,Location,5/2/2020,"706 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 609-0005,,https://www.instagram.com/lakestbrooklyn/,Greenpoint,Bar,7,40.725733,-73.951714,,,,Yes,No,Pickup at door now open.,,https://www.gofundme.com/f/lake-st-staff,4/29/2020 1:01am,,Sat-Sun: 2pm-8pm,,
Lam Supply Inc. ,199,No Answer,,5/1/2020,"530 Morgan Ave, Brooklyn NY ",11222,(718) 389-8882,,,East Williamsburg,Hardware Store,18,40.722506,-73.938383,,,,,,,Called number but message said it has been disconnected,,4/29/2020 12:34am,,,,
Laundry Land 2,200,Open,Location,4/23/2020,"269 Eckford Street, Brooklyn, NY 11222",11222,(718) 383-3587,,,Greenpoint,Laundromat,6,40.728335,-73.951657,,,,Yes,No,,"Must have face mask, 5 people max inside",,4/29/2020 12:34am,,Daily: 9:30am-6:30pm,M - S 9:30am-6:30pm,
Lavanderia Express 4,201,Open,Location,4/22/2020,"287 Graham Avenue, Brooklyn, NY 11211",11211,(718) 384-4580,,,North Williamsburg,Laundromat,25,40.712530,-73.944388,,,,Yes,No,,,,4/29/2020 12:34am,,Daily: 7am-8pm,M - S 7:00 am to 8:00 pm,
Le Crocodile,202,Closed,,5/4/2020,80 Wythe Ave.,11249,(718) 460-8004,,https://www.instagram.com/lecrocodilebk/,North Williamsburg,Restaurant,13,40.722050,-73.958040,,,,,,,,X,4/29/2020 1:01am,French,,,
Le Fanfare,203,Closed,,,1103 Manhattan Ave.,11222,(347) 987-4244,,https://www.instagram.com/lefanfare/,Greenpoint,Restaurant,1,40.736230,-73.955497,,,,,,,Gift cards available.,https://www.gofundme.com/f/dzxdt-le-fanfare-team,4/29/2020 1:01am,Italian,,,
Le Fond,204,Open,,5/4/2020,105 Norman Ave.,11222,(718) 389-6859,,https://www.instagram.com/lefondbk,Greenpoint,Restaurant,7,40.725836,-73.951112,,,,Yes,,"Pre-order by emailing contact@lefondbk.com. For same-day pickup, call 718-389-6859 to confirm. Pickup between 6pm and 9pm. ","Meat or fish main course for $21, a vegetable side for $8, a dessert for $10, and French fries $8. All wine & canned/bottled beer half price. ",X,4/29/2020 1:01am,French,Wed-Sun,Wed-Sun,
Le Gamin,205,Open,Location,5/3/2020,108 Franklin Street,11222,(718) 770-7918,legaminnyc@gmail.com,https://www.instagram.com/legamin/,Greenpoint,Restaurant,,40.728290,-73.957070,,,,Yes,Yes,"Call 718-770-7918 or Text 347-696-7082, or email legaminnyc@gmail.com. Menu here: https://legamin.com/spring-menu Delivery via Seamless, Grubhub and Postmates",,,5/3/2020 7:15pm,French,Daily: 12pm-9pm,,
Lee Avenue Shipping & Communications,206,,,,"199 Lee Ave # A, Brooklyn, NY 11211",11211,(718) 486-5587,,,South Williamsburg,Shipping Services/Post Office,33,40.702167,-73.955621,,,,,,,,,4/29/2020 4:08am,,,,
Lemons,207,Closed,,,80 Wythe Ave.,11249,(718) 460-8006,,https://www.instagram.com/lemonsbk/,North Williamsburg,Bar,13,40.722050,-73.958040,,,,,,,,X,4/29/2020 1:01am,,,,
Leo,208,Open,,5/3/2020,123 Havemeyer St,11211,(718) 384-6531,,https://www.instagram.com/leosourdough/,South Williamsburg,Restaurant,26,40.712394,-73.956717,,,,Yes,Yes,"Order pickup/delivery via Caviar. Pantry items, wine & pastries can be ordered here for pickup: https://leosourdough.square.site/",Order by 8pm on Friday for Sunday Pickup. Anything ordered after 8pm will be available for pickup the following Sunday.,Gift Cards - https://squareup.com/gift/MHS5FFX7HYS1C/order,4/29/2020 1:01am,"Pizzeria,Italian",Sunday Pickup,,
lighthouse ,209,Open,,5/3/2020,145 Borniquen Pl.,11211,(347) 789-7742,,https://www.instagram.com/lighthousebk/,South Williamsburg,Restaurant,26,40.710892,-73.953915,,,,Yes,Yes,Delivery and pre-order takeout on their site - https://www.lighthousebk.com/,Check IG for menu/info.,https://www.gofundme.com/f/r5tj6-lighthouse,4/29/2020 1:01am,American,Daily: 5pm-9pm,,
Lilia Ristorante,210,Closed,Location,5/4/2020,567 Union Ave.,11222,(718) 576-3095,,https://www.instagram.com/lilianewyork/,North Williamsburg,Restaurant,16,40.717541,-73.952464,,,,,,,,https://www.gofundme.com/f/grovehouse-family-fund,4/29/2020 1:01am,Italian,,,
Lincoln Market (aka Gourmet A'fare),211,Open,Greenpoint Strong Slack,5/1/2020,"1133 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 389-3333,,http://www.gourmet-afare.com/,Greenpoint,Grocery Store - Supermarket,1,40.736972,-73.956236,Daily: 7am-8am for Seniors ,,,No,Yes,http://www.gourmet-afare.com/online-shopping/,Customers need mask to be inside.,,4/29/2020 12:34am,,Daily: 7am-11pm,7-11 daily,
Lite Bites,212,Open,,5/3/2020,700 Manhattan Ave.,11222,(718) 383-2820,,https://www.instagram.com/litebitesbrooklyn/,Greenpoint,Restaurant,7,40.725612,-73.951622,,,,Yes,Yes,"Call to order, or you can use Seamless, GrubHub, or Postmates.",,gf.me/u/xr27zb,4/29/2020 1:01am,American,Daily: 6am-3pm,,
Little Dokebi,213,Open,,5/3/2020,85 Driggs Ave.,11222,(718) 349-1383,,https://www.instagram.com/littledokebibk/,Greenpoint,Restaurant,10,40.723086,-73.942349,,,,Yes,Yes,"Call for takeout. Delivery available on Seamless, GrubHub, UberEats, Caviar, Postmates & DoorDash",,,4/29/2020 1:01am,Korean,Daily: 12pm-11pm,,
Littleneck Outpost Greenpoint,214,Open,,5/3/2020,128 Franklin St.,11222,(718) 383-3080,,https://www.instagram.com/littleneck_nyc/,Greenpoint,Restaurant,6,40.729299,-73.957296,,,,Yes,Yes,,"Take-out and Delivery 8am-630 pm on Seamless, GrubHub, UberEats, Caviar, Amazon Prime. Virtual tip jar via Venmo QR Code is on their IG",Staff Venmo @lnop-digital-tip-jar,4/29/2020 1:01am,"American,Seafood,Cafe",Daily: 8am-6:30pm,,
Llama Inn,215,Open,,5/4/2020,50 Withers St.,11211,(718) 387-3434,pickup@llamainnnyc.com,https://www.instagram.com/llamainnnyc/,North Williamsburg,Restaurant,16,40.716677,-73.950467,,,,Yes,No,"Pickup only, with streamlined menu, by ordering via pickup@llamainnnyc.com or calling directlly.",Check IG for updates. For gift cards email reservations@llamainnnyc.com,,4/29/2020 1:01am,Peruvian,Daily: 12pm-8pm,,
Lobster Joint,216,Closed,,5/4/2020,1073 Manhattan Ave.,11222,(718) 389-8990,,https://www.instagram.com/lobsterjoint/,Greenpoint,Restaurant,2,40.735386,-73.955360,,,,,,Doing some pop-ups at Greenpoint Beer & Ale.,,https://www.gofundme.com/f/lobster-joint-greenpoint-staff-relief-fund,4/29/2020 1:01am,Seafood,,,
Loconsolo Paints,217,Open,,5/3/2020,371 Graham Ave.,11222,(718) 384-6595,orderswb@loconsolo.com,https://www.instagram.com/loconsolopaints/,East Williamsburg,Hardware Store,,40.715690,-73.944830,,,,Yes,Yes,Call or email for curbside pickup or delivery,,,5/3/2020 7:29pm,,Daily: 7am-3pm,,
Loosie Rouge,218,Closed,Location,5/5/2020,91 S 6th St.,11249,(718) 309-0231,,https://www.instagram.com/loosierouge/,South Williamsburg,Bar,28,40.711030,-73.964890,,,,,,,Download a virtual Zoom background of the bar & donate - https://www.virtualcheers.org/,https://www.gofundme.com/f/loosies-etiquette-employee-relief-fund,4/29/2020 1:01am,,,,
Loosie's Kitchen,219,Closed,,5/4/2020,91A S 6th St.,11249,(718) 309-0231,,https://www.instagram.com/loosieskitchen/,South Williamsburg,Restaurant,28,40.711030,-73.964890,,,,,,,,https://www.gofundme.com/f/loosies-etiquette-employee-relief-fund,4/29/2020 1:01am,American,,,
Luckybird Bakery,220,Open,Website (updated for Covid),5/2/2020,"163 Montrose Ave, Brooklyn, NY 11206",11206,N/A,amy@luckybirdbakes.com,luckybirdbakes.com,East Williamsburg,Bakery,21,40.707565,-73.942690,,,,Yes,No,Special orders for pickup only via amy@luckybirdbakes.com,Cafe is closed for walk-ins.,,5/1/2020 3:52am,Bakery,By Appointment Only ,,
M & D Shapiro True Value Hardware,221,Open,,5/1/2020,"369 Berry Street, Brooklyn NY ",11249,(718) 782-5860,shapirohardware@truevalue.net,None,South Williamsburg,Hardware Store,28,40.710787,-73.965266,None,,,Yes (Call ahead),Yes (Call ahead),Will absolutely deliver to elderly if needed. Please call.,They are planning to be open every day but please call ahead to make sure they are open. ,,4/29/2020 12:34am,,Daily: 10am-5pm,Everyday 10am-5pm ,
M & W Laundromat (aka Corner Frenzy),222,Open,Greenpointers,4/25/2020,"995 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 349-9663,,,Greenpoint,Laundromat,2,40.733123,-73.954985,,,,,,,,,4/29/2020 12:34am,,Daily: 8am-8pm,M - S 8:00 am - 8:00 pm,
M.A. Surgical Supplies Inc.,223,Open,,,"314 Roebling St, Brooklyn, NY 11211",11211,(718) 388-3355,,,South Williamsburg,Pharmacy,28,40.708979,-73.961266,,,,Yes,Yes,,Surgical and medical supplies. Not a pharmacy.,,4/29/2020 12:34am,,Mon-Thurs: 9am-5pm / Fri: 9am-3pm / Sat-Sun: Closed,"m-th 9-5, f 9-3",
Macri Park,224,Closed,,,462 Union Ave.,11211,(718) 599-4999,,https://www.instagram.com/macripark/,North Williamsburg,Bar,17,40.714311,-73.951433,,,,,,,,https://www.gofundme.com/f/1xlhhdlrqo,4/29/2020 1:01am,,,,
Madre,225,Closed,,,214 Franklin St,11222,(718) 389-8700,,https://www.instagram.com/madre_nyc/,Greenpoint,Restaurant,2,40.733063,-73.957818,,,,,,,,https://www.gofundme.com/f/room11staffdonation,4/29/2020 1:01am,American,,,
Magazine,226,Closed,Instagram/Location,5/2/2020,130 Franklin St. Brooklyn NY,11222,,,https://www.instagram.com/magazinebk666/?hl=en,Greenpoint,Bar,6,40.729364,-73.957307,,,,,,Reopening for takeout by 5/7,,,5/3/2020 1:54am,Bar,,,
Magdalene,227,Open,Instagram,5/2/2020,524 Lorimer St.,11211,(347) 689-2988,,https://www.instagram.com/magdalenenyc/,East Williamsburg,Restaurant,25,40.712521,-73.948894,,,,Yes,Yes,"Check Instagram, hours and days are varying during this period due to the short staff. Delivery on Ubereats, Grubhub, Seamless, DoorDash, and Caviar and phone in orders for pick up.",,X,4/29/2020 1:01am,"Mediterranean,Middle Eastern",Tues-Sun: 12pm-9:30pm,,
"Maison Premiere
",228,Closed,Instagram,5/2/2020,"298 Bedford Ave., Brooklyn, NY 11211",11211,(347) 335-0446,,https://www.instagram.com/maisonpremiere/,South Williamsburg,Restaurant,27,40.714259,-73.961651,,,,,,,,https://www.gofundme.com/f/friends-of-maison-premiere,4/29/2020 1:01am,Seafood,,,
Maman,229,Open,Instagram,5/2/2020,"80 Kent St, Brooklyn, NY 11222",11222,(347) 689-9195,,https://www.instagram.com/_mamannyc_/,Greenpoint,Restaurant,4,40.730221,-73.957915,,,,Yes,,"Open for Mothers Day weekend only, 9am-3pm",,https://www.gofundme.com/f/maman-staff-relief-fund,4/30/2020 5:24am,"Bakery,Cafe",5/9-5/10: 9am-3pm,,
